[ 1.42      0.       15.578125]
[1.56724138e+00 2.41379310e-03 3.95703787e-05]
[1.63000000e+00 2.41379310e-03 7.27399578e-16]
[  1.63   0.   -38.48]
[ 1.41197802e+00 -3.51648352e-03 -5.67174761e-05]
[ 1.31000000e+00 -3.51648352e-03 -3.45211467e-15]
[ 1.31      0.       15.578125]
[1.76000000e+00 8.18181818e-03 1.48760331e-04]
[  1.76   0.   -38.48]
[2.46000000e+00 1.94444444e-02 5.40123457e-04]
[  2.46   0.   -38.48]
[ 2.29000000e+00 -5.15151515e-03 -1.56106520e-04]
[ 2.29      0.       15.578125]
[ 2.24024096e+00 -8.43373494e-04 -1.42944660e-05]
[ 2.22000000e+00 -8.43373494e-04 -1.11809388e-14]
[ 2.22      0.       15.578125]
[ 2.05297619e+00 -2.73809524e-03 -4.48868072e-05]
[ 1.99000000e+00 -2.73809524e-03 -9.91626392e-15]
[ 1.99      0.       15.578125]
[2.57095238e+00 9.52380952e-03 1.56128025e-04]
[2.79000000e+00 9.52380952e-03 6.19771444e-15]
[  2.79   0.   -38.48]
[4.50240964e+00 2.80722892e-02 4.60201462e-04]
[5.12000000e+00 2.80722892e-02 1.18558887e-14]
[1.40079121e+01 1.48131868e-01 2.00099298e-03]
[1.86000000e+01 1.48131868e-01 1.90797199e-14]
[6.42829670e+01 7.48901099e-01 9.84867591e-03]
[ 8.67500000e+01  7.48901099e-01 -5.46525788e-14]
[1.17750000e+02 1.06896552e+00 1.10367041e-02]
[2.70000000e+02 4.11486486e+00 8.23216040e-02]
[3.89500000e+02 4.59615385e+00 1.85111147e-02]
[282.5         -6.6875      -0.70522837]
[505.        55.625     15.578125]
[176.5        -46.92857143 -14.6505102 ]
[88.         -9.83333333  4.12169312]
[94.25        0.89285714  1.53231293]
[23.75      -4.40625   -0.3311942]
[32.       1.65     1.21125]
[18.53       -1.1225     -0.23104167]
[16.4    -0.5325  0.1475]
[22.7         0.9         0.20464286]
[15.3        -0.27407407 -0.04348422]
[15.05       -0.03125     0.03035301]
[ 1.323e+01 -7.280e-02 -1.662e-03]
[1.95300000e+01 2.62500000e-01 1.39708333e-02]
[ 2.03500000e+01  3.15384615e-02 -8.88313609e-03]
[18.13       -1.11       -0.57076923]
[14.7        -0.245       0.06178571]
[ 1.30000000e+01 -1.21428571e-01  8.82653061e-03]
[ 9.15       -0.64166667 -0.08670635]
